time_stamp_sec,window_duration_sec,avg_speed_kmh,grade,vehicle_mass,battery_capacity_kwh,battery_energy_spend_kwh,motion_energy_drain_kwh,gravity_energy_drain_kwh,heat_energy_drain_kwh,aux_energy_drain_kwh,regen_energy_gain_kwh,soc_percent,distance_km,remaining_energy_kwh,remaining_range_km,scenario_id,scenario_type
540,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,61.73286540387949,0.3337979215596703,118.59765546578538,51.125608910470255,0,constant
555,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,61.32981294929018,0.3337979215596703,117.82333410825095,50.791810988910576,0,constant
570,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,60.92676049470087,0.3337979215596703,117.04901275071653,50.458013067350905,0,constant
585,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,60.523708040111565,0.3337979215596703,116.27469139318211,50.12421514579124,0,constant
600,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,60.12065558552226,0.3337979215596703,115.50037003564768,49.79041722423156,0,constant
615,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,59.71760313093295,0.3337979215596703,114.72604867811326,49.45661930267189,0,constant
630,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,59.31455067634364,0.3337979215596703,113.95172732057885,49.122821381112225,0,constant
645,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,58.911498221754336,0.3337979215596703,113.17740596304441,48.78902345955254,0,constant
660,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,58.50844576716503,0.3337979215596703,112.40308460551,48.455225537992874,0,constant
675,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,58.10539331257572,0.3337979215596703,111.62876324797558,48.12142761643321,0,constant
690,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,57.702340857986414,0.3337979215596703,110.85444189044115,47.78762969487353,0,constant
705,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,57.29928840339711,0.3337979215596703,110.08012053290673,47.45383177331386,0,constant
720,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,56.8962359488078,0.3337979215596703,109.3057991753723,47.12003385175418,0,constant
735,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,56.49318349421849,0.3337979215596703,108.53147781783788,46.78623593019451,0,constant
750,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,56.090131039629185,0.3337979215596703,107.75715646030346,46.45243800863484,0,constant
765,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,55.68707858503988,0.3337979215596703,106.98283510276903,46.118640087075164,0,constant
780,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,55.28402613045057,0.3337979215596703,106.20851374523461,45.78484216551549,0,constant
795,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,54.88097367586126,0.3337979215596703,105.4341923877002,45.45104424395582,0,constant
810,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,54.477921221271956,0.3337979215596703,104.65987103016576,45.11724632239614,0,constant
825,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,54.07486876668265,0.3337979215596703,103.88554967263134,44.78344840083648,0,constant
840,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,53.67181631209334,0.3337979215596703,103.11122831509692,44.449650479276805,0,constant
855,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,53.268763857504034,0.3337979215596703,102.33690695756249,44.115852557717126,0,constant
870,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,52.86571140291473,0.3337979215596703,101.56258560002807,43.782054636157454,0,constant
885,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,52.46265894832542,0.3337979215596703,100.78826424249367,43.44825671459779,0,constant
900,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,52.05960649373611,0.3337979215596703,100.01394288495922,43.114458793038104,0,constant
915,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,51.656554039146805,0.3337979215596703,99.23962152742482,42.78066087147844,0,constant
930,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,51.2535015845575,0.3337979215596703,98.46530016989037,42.44686294991876,0,constant
945,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,50.85044912996819,0.3337979215596703,97.69097881235597,42.113065028359095,0,constant
960,15,80.11150117432088,-9.588310114083951,1686.9021545015712,192.11428902558657,0.7743213575344173,0.22684533154926603,0.0,0.1100987670756456,0.4872223685309238,0.049845109621418165,50.44739667537888,0.3337979215596703,96.91665745482155,41.77926710679942,0,constant
0,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,68.50659864344458,0.2046788084158508,118.64714167658357,31.750007502802436,1,constant
15,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,68.0649657090988,0.2046788084158508,117.8822739650353,31.54532869438659,1,constant
30,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,67.62333277475302,0.2046788084158508,117.11740625348699,31.340649885970738,1,constant
45,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,67.18169984040725,0.2046788084158508,116.35253854193871,31.135971077554895,1,constant
60,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,66.74006690606147,0.2046788084158508,115.58767083039042,30.931292269139046,1,constant
75,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,66.2984339717157,0.2046788084158508,114.82280311884213,30.726613460723197,1,constant
90,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,65.85680103736992,0.2046788084158508,114.05793540729384,30.521934652307348,1,constant
105,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,65.41516810302414,0.2046788084158508,113.29306769574556,30.317255843891502,1,constant
120,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,64.97353516867837,0.2046788084158508,112.52819998419726,30.11257703547565,1,constant
135,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,64.53190223433259,0.2046788084158508,111.76333227264898,29.907898227059803,1,constant
150,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,64.09026929998682,0.2046788084158508,110.99846456110068,29.70321941864395,1,constant
165,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,63.64863636564103,0.2046788084158508,110.23359684955238,29.4985406102281,1,constant
180,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,63.20700343129525,0.2046788084158508,109.46872913800408,29.293861801812245,1,constant
195,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,62.765370496949465,0.2046788084158508,108.70386142645579,29.089182993396395,1,constant
210,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,62.32373756260368,0.2046788084158508,107.93899371490748,28.884504184980543,1,constant
225,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,61.8821046282579,0.2046788084158508,107.17412600335916,28.679825376564686,1,constant
240,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,61.440471693912116,0.2046788084158508,106.40925829181087,28.475146568148837,1,constant
255,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,60.99883875956633,0.2046788084158508,105.64439058026257,28.270467759732984,1,constant
270,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,60.55720582522055,0.2046788084158508,104.87952286871428,28.065788951317135,1,constant
285,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,60.115572890874766,0.2046788084158508,104.11465515716597,27.861110142901282,1,constant
300,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,59.67393995652898,0.2046788084158508,103.34978744561766,27.65643133448543,1,constant
315,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,59.2323070221832,0.2046788084158508,102.58491973406935,27.451752526069573,1,constant
330,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,58.79067408783742,0.2046788084158508,101.82005202252105,27.247073717653723,1,constant
345,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,58.34904115349163,0.2046788084158508,101.05518431097275,27.04239490923787,1,constant
360,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,57.90740821914585,0.2046788084158508,100.29031659942446,26.83771610082202,1,constant
375,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,57.46577528480007,0.2046788084158508,99.52544888787615,26.63303729240617,1,constant
390,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,57.024142350454284,0.2046788084158508,98.76058117632786,26.42835848399032,1,constant
405,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,56.5825094161085,0.2046788084158508,97.99571346477954,26.223679675574463,1,constant
420,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,56.14087648176272,0.2046788084158508,97.23084575323124,26.01900086715861,1,constant
435,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,55.699243547416934,0.2046788084158508,96.46597804168294,25.81432205874276,1,constant
450,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,55.25761061307115,0.2046788084158508,95.70111033013464,25.609643250326908,1,constant
465,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,54.81597767872537,0.2046788084158508,94.93624261858635,25.40496444191106,1,constant
480,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,54.374344744379584,0.2046788084158508,94.17137490703804,25.200285633495206,1,constant
495,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,53.9327118100338,0.2046788084158508,93.40650719548974,24.99560682507935,1,constant
510,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,53.49107887568802,0.2046788084158508,92.64163948394142,24.790928016663493,1,constant
525,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,53.049445941342235,0.2046788084158508,91.87677177239313,24.586249208247644,1,constant
540,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,52.60781300699645,0.2046788084158508,91.11190406084482,24.38157039983179,1,constant
555,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,52.16618007265067,0.2046788084158508,90.34703634929653,24.17689159141594,1,constant
570,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,51.724547138304885,0.2046788084158508,89.58216863774823,23.97221278300009,1,constant
585,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,51.2829142039591,0.2046788084158508,88.81730092619993,23.76753397458424,1,constant
600,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,50.84128126961332,0.2046788084158508,88.05243321465161,23.562855166168383,1,constant
615,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,50.399648335267536,0.2046788084158508,87.28756550310331,23.35817635775253,1,constant
630,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,49.95801540092175,0.2046788084158508,86.52269779155502,23.15349754933668,1,constant
645,15,49.12291401980419,-7.210122786959163,2460.8828078105926,173.19082252806749,0.7648677115482968,0.11732710495612277,0.0,0.143454504665896,0.5200854118241206,0.01599930989784249,49.51638246657597,0.2046788084158508,85.75783008000671,22.948818740920828,1,constant
